Question,A,B,C,D,Explanation,Answer
About p53 all are true except,Encodes 53k Da protein,Located on Chr. 17,Arrests cell cycle at GI phase,Wild type p53 is associated with childhood tumors.,"Wild type p53 is associated with childhood tumours Wild type 53 is the normal (non mutated form of p53). The normal p53 gene is a tumour suppressor gene that prevents the development of tumours. When wild/normal p53 gene undergoes some mutation, it is called the mutant p53 gene. Mutant p53 gene is associated with various human cancers. - A little over 50% human tumours contain mutation in this gene. - Homozygous loss of p53 occurs in viually every type of cancer including carcinomas of the lung, colon and breast. p53 Guardian of genome p53 gene is located on chromosome 17Q. It is a tumour suppressor gene. 'p53 acts as a molecular policemean that prevents the propagation of genetically damaged cell'. - p53 gene product i.e., p53 protein is a DNA binding protein in the nucleus, when called into action, it controls the transcription of several other genes. The major functional activities of the p53 protein are: ? Activation of temporary cell cycle arrest (quiescence) -p53 induces transcription of p21deg, a CDK inhibitor. - p21 inhibit cyclin D-CDK-4 e complex leading to arrest of cell cycle late in G1 phase. - This allows time for DNA repair (1. DNA repair p53 helps in DNA repair not only by allowing time for DNA repair but also by directly inducing the transcription of GADD 45Q (growth arrest and DNA damage). - GADD 45 encodes a protein that is involved in DNA repair. - If DNA damage is repaired successfully, p53 activates MDM 2 which in turn causes degradation of p53. This MDM-2 induced degradation of p53 causes relieve in cell cycle block. Triggering of programmed cell death p53 directs the transcription of several pro-apoptotic genes such as BAX and PUMA (approved name BBC3) and induces apoptosis. Induction of pennanent cell cycle arrest (quiescent) p53 can also cause permanent cell cycle arrest. It is characterized by specific changes in morphology and the exact mechanism is not known.",D
Wof is true regarding tolerance occurring in regular opium abusers,Tolerance develops to all actions of morphine,No tolerance occurs to euphoric and sedative actions of morphine,No tolerance occurs to constipating and miotic actions of morphine,Lethal dose of morphine is not significantly increased,"Tolerance and dependence :- High degree of tolerance can be developed to morphine and related opioids if the drug is used repeatedly. It is paly pharmacokinetic (enhanced rate of metabolism), but mainly pharmacodynamic (cellular tolerance). Tolerance is exhibited to most actions, but not to constipating and miotic actions. Addicts tolerate morphine in grams: lethal dose is markedly increased. Ref:- kd tripathi; pg num:-473",C
Most common gene responsible for hereditary hemochromatosis is?,HJV gene,HAMP gene,TfR2 gene,HFE gene,harshmohan textbook of pathology 7th edition. *idiopathic haemochromatosis associated with over expression of HFE gene located on chromosome no 6 close to HLA gene locus and normally regulate intestinal absorption of iron.,D
Urine analysis of a patient with haematuria and hypercalciuria is most likely to reveal which of the following,Isomeric RBC,RBC casts,Nephrotic range proteinuria,Eosinophilluria,Hematuria is the presence of red blood cells in the urine. Microscopic hematuria is invisible to the naked eye and is often found by urinalysis or urine dipstick; it is said to be chronic or persistent if 5 or more red blood cells (RBCs) per high-power field can be seen in 3 of 3 consecutive centrifuged specimens obtained at least 1 week apa Paediatrics nephrology 5/141,A
Pilocarpine is a -,Muscarinic cholinergic drug,Nicotinic cholinergic drug,Alpha-adrenergic drug,Beta-adrenergic drug,"Ans. is 'a' i.e., Muscarinic cholinergic drug Cholinomimetic drug|||With muscarinic actionWith Nicotinic Actiono Acetylcholineo Methacholineo Carbacholo Bethanecholo Pilocarpineo Muscarineo Arecholineo Acetylcholineo Carbacholo Arecholine",A
The effect of chilling in refrigeration analgesia includes,Interference with conduction of nerve impulse,Reduction of metabolic rate and oxygen requirement,Inhibition of bacterial growth and infection,All of the above,For chilling analgesia (cryoanalgesia) CO2 or N2O is used. At such low temperatures there is inhibition of nerve conduction producing analgesia. Hypothermia decreases metabolic rate and oxygen consumption of tissue. Hypothermia inhibits the bacterial growth. Healing is also retarded at low temperatures.,D
Gastrointestinal stromal malignancy arises from which of the following -,Smooth muscle,Nerve cells,Interstitial cells of Cajal,Vascular Endothelium,"'Gastrointestinal stromal tumors (GIST) originate from the interstitial cells of Cajal, which controls gastrointestinal peristalsis.'

On rare occasions, gastric GISTs occur as part of tumor - syndrome, such as :-


Carney's trads → Gastric GIST, Paraganglioma and pulmonary chondroma.
Neurofibromatosis Type I


Histologically, GISTs can be divided into


Spindle types → Exhibit spindle cells
Epithelioid types → Exhibit epithelioid cells
Mixed types → A mixture of both",C
Periodic acid schiff stain shows Block positivity in -,Myeloblasts,Lymphoblasts,Monoblasts,Megakaryoblasts,Lymphoblasts Myeloperoxidase: negative Sudan Black: negative Nonspecific esterase: negative PAS: block positivity Myeloblasts Myeloperoxidase: positive sudan black: positive nonspecific esterase: positive in M4 & M5 PAS: negative Ref: RAM DAS NAYAK 2nd Ed. Pg no:293,B
"A patient was given a 200 mg dose of a drug IV, and 100 mg was eliminated during the first 2 hours. If the drug follows first-order elimination kinetics, how much of the drug will remain 6 hours after its administration",100 mg,75 mg,50 mg,25 mg,"One half of the dose is eliminated in the first 2 hours so its elimination half-life equals 2 hours. With the passage of each half-life the amount in the body (or in the blood) will decrease to 50% of a former level. Thus, at 6 hours after administration, 3 half-lives have passed: (1) 200 mg to 100 mg, (2) 100 mg to 50 mg, and (3) 50 mg to 25 mg. Ref:- kd tripathi; pg num:-32 Plasma half-life:-",D
Drug highly distributed to body fat ?,Digoxin,Heparin,Mannitol,Thiopentone,"Ans. is 'd' i.e., Thiopentone Redistribution of drugs Highly lipid soluble drugs get initially distributed to organs with high blood flow i. e. brain, hea, kidney etc. Later, less vascular but more bulky tissues take up the drug- plasma concentration falls and the drug is withdrawn from the highly perfused sites. If the site of action was in the highly perfused tissues, redistribution results in termination of the action of drug. Greater the lipid solubility of the drug faster is its redistribution. The drugs with high lipid solubility and faster redistribution are - thiopentone and diazepam.",D
Which of the following is primarily bacteriostatic?,Ciprofloxacin,Chloramphenicol,Vancomycin,Rifampicin,"BASED ON TYPE OF ACTIVITY: Antimicrobial drugs is classified into: Primarily bacteriostatic: Sulfonamides, Erythromycin Tetracyclines ,Ethambutol Chloramphenicol ,Clindamycin Linezolid Primarily bactericidal: Penicillins, Cephalosporins Aminoglycosides ,Vancomycin Polypeptides, Nalidixic acid Rifampinl Ciprofloxacin Isoniazid, Metronidazole Pyrazinamide ,Cotrimoxazole ESSENTIALS OF MEDICAL PHARMACOLOGY K.D.TRIPATHI SIXTH EDITION PAGE NO:669",B
Which of the following statements about biguanides is true?,It cause little or no hypoglycemia,It stimulates pancreatic beta cells to release insulin,It is completely metabolized before excretion,Cannot reduce macrovascular events in type 2 DM,"BIGUANIDES Metformin and phenformin are biguanides and are preferred agents for obese patients (as these are weight neutral and may even cause weight loss). These can improve hyperiglyceridemia in obese patients. Biguanides do not stimulate the release of insulin, therefore have negligible risk of causing hypoglycemia. Metformin is: Totally excreted unchanged (without metabolism) by the kidney. Useful for polycystic ovarian disease (PCOD) First-line therapy for type 2 DM and cause maximum reduction in HbA1c levels. Most antidiabetic drugs are made to reduce microvascular complications of diabetes like nephropathy, retinopathy etc. Metformin is only oral agent to reduce macrovascular events in type 2 DM.",A
C5a act as a/an?,Opsonin,Chemotactic agent,MAC,Vasodilator,"Ans. is 'b' i.e., Chemotactic agent * C5a is a powerful chemotactic agent.* C3b, C3bi act as opsonin and enhance phagocytosis.* C5-9 Called membrane attack complex (MAC). It forms channel in the lipid membrane and causes cell lysis (including bacteria).* C5 is the point where both classical (antibody dependent) and alternative (antibody independent) pathways converge. Thus C5 forms the final common terminal pathway.",B
Which of the following is a marker for Langerhans cell histiocytosis?,CD 1a,CD 10,CD 30,CD 56,"The proliferating Langerhans cells in Langerhans cell histiocytosis are HLA-DR positive and express the CD1 antigen. Ref: Robin's Basic Pathology, 7th Edition, Page 441.",A
H1N1 influenza prophylaxis,Oseltamivir,Zanamivir,Amantadine,Rimantadine,Ans. a. OseltamivirRef: Goodman Gilman 12th E/P1114Drug of Choice for Treatment of InfluenzaInfluenza A and BOseltamivir resistant influenza A and BOral Oseltamivir 75 mg BD for 5 daysInhalational Zanamivir 75 mg OD for 7 daysDrug of Choice for Prophylaxis of InfluenzaInfluenza A and BOseltamivir resistant influenza A and BOral Oseltamivir 10 mg BD 5 daysInhalational Zanamivir 10 mg OD 7 days,A
Prevalence of Burkitt's lymphoma is highest in?,Australia,Africa,Asia,America,"Ans. (b) AfricaRef: Robbin's pathology 9th ed. /588* Globally, Burkitt lymphoma (BL) is endemic in certain regions of equatorial Africa and other tropical locations between latitudes 10deg south and 10deg north. Incidence in these areas of endemic disease is 100 per million children.* Epstein-Barr virus (EBV) infection is found in nearly all areas. In endemic areas, there seems to be a correlation with the geographic distribution of endemic malaria.* Malaria infection also probably plays a role in the pathogenesis of BL, as it can lead to inhibition of EBV- specific immune response. The exact mechanism of EBV-mediated lymphomagenesis, however, is not well understood, but evidence exists for a significant interaction between viral and cellular microRNA (miRNA) interfering with normal gene expression and translation. EBV can be detected in 25-40% of immunodeficiency-associated cases.",B
A person with radiologically confirmed reflux nephropathy develops nephrotic range proteinuria. Which of the following would be the most likely histological finding in the patient?,Focal segmental glomerulosclerosis,Nodular glomerulosclerosis,Membranous glomerulopathy,Proliferative glomerulonephritis with crescents,"The pathogenesis of primary FSGS is unknown. Some investigators have suggested that FSGS and minimal-change disease are pa of a continuum and that minimal-change disease may transform into FSGS. Others believe them to be distinct clinicopathologic entities from the outset. In any case, injury to the podocytes is thought to represent the initiating event of primary FSGS. As with minimal change disease, permeability-increasing factors produced by lymphocytes have been proposed. The deposition of hyaline masses in the glomeruli represents the entrapment of plasma proteins and lipids in foci of injury where sclerosis develops.IgM and complement proteins commonly seen in the lesion are also believed to result from nonspecific entrapment in damaged glomeruli. The most common presentation is in the form of nephrotic syndrome with heavy proteinuria. Ref: Harsh Mohan textbook of pathology 6th edition page674",A
