Question,A,B,C,D,Explanation,Answer
Population pyramid is an example of:,Histogram,Polygon,Pie diagram,Bar diagram,"A variant of bar diagram is population pyramid. It is used in demography and shows the age-sex distribution of a population. Ref: Medical biostatistics, 1st edition pg: 137",D
Cafe - coronary is,Mild form of MI,Asphyxia where a bolus of food gets struck and produces obstruction of larynx,Commonly seen in alcoholics,Both 2 and 3,"Cafe - coronary is accidental choking due to food bolus, usually appens when person is intoxicated.",D
"All of the following drugs are commonly used in regimens against H. pylori, except:",Oxytetracycline,Amoxicillin,Bismuth Subcitrate,Omeprazole,"Oxytetracycline is not an recommended agent but an alternative agent in the treatment of H.pylori infection. Amoxicillin, Bismuth Subcitrate and Omeprazole are recommended agents in the treatment of H.pylori infection. Ref: Harrison Internal Medicine 16th Edition, Page 1754; Davidson's principles and practice of Medicine, 20th Edition, Chapter 22, Page 887 & 888.",A
InPHC how to dispose placenta-,Incineration,Microwaving,Autoclaving,Chemical treatment,"Ans. is 'a' i.e., Incineration o Human anatomical waste (human tissues organs, body pas), e.g. placenta, are disposed by incineration or deep burial.",A
Which of the following doesn't show pleural effusion with low glucose levels?,Rheumatoid ahritis,Empyema,Dressler's syndrome,Malignancy,"Low glucose is seen in option rheumatoid ahritis, empyema, and malignancy. Hemorrhagic pleural effusion is seen in Trauma, Tumor and TB. Dressler's syndrome is a type of pericarditis, inflammation of the sac surrounding the hea (pericardium). Inflammation associated with Dressler's syndrome is believed to be an immune system response following damage to hea tissue or the pericardium, such as a hea attack, surgery or traumatic injury.",C
Measure of primary prevention of hypertension include all of the following except -,Weight reduction,Exercise promotion,Reduction of salt intake,Early diagnosis of hypertension,"Primary prevention of hypertension
Nutrition

Reduction in salt intake
Moderate fat intake
Avoidance of high alcohol intake
Restriction of energy intake appropriate to body needs


Weight reduction
Exercise promotion
Behavioral changes → Reduction of stress, avoidance of smoking.
Health education
Self care → To take own BP

Secondary prevention in hypertension

Early case detection (Early diagnosis)
Treatment
Patient - compliance",D
Which of the following statement is true about ESI acl?,"Funeral benefit is up to 50, 000",The state government share of expenditure on medical care is 1/8; the ESI corporation's share of expenditure on medical care is 7/8 of total cost,Person with daily wages of 70 has to contribute 300 towards ESI,Employee has to contribute 4.75% and employer contributes 8.75%,"Ans. b. The state government share of expenditure on medical care is 1/8; the ESI corporation's share of expenditure on medical care is 7/8 of total cost ESI Act: The State Government's share of expenditure on medical care is 1/8; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost' Employees State Insurance Act (1948): Funeral benefit is up to 5000 The State Government's share of expenditure on medical care is 1/8 of total cost of medical care; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost of medical care. Person with daily wages of less 70 per day are exempted from making any payments The employer contributes 4.75 % of total wage bill; the employee contributes 1.75 % of wages. Employees State Insurance Act (1948) Scope of ESI Act: The act covers all the factories in India excluding mines, defense, railways, educational institutions0 Act in the first instance applies to: All non-seasonal factories, employing 10 or more persons, for wages on any day in implemented areas. It also covers shops, hotels and restaurants, cinemas and theatres, road- motor transpo establishments and newspaper establishments It covers all states except Nagaland, Manipur, Tripura, Sikkim, Arunachal Pradesh and Mizoram and UTs of Delhi, Pondicherry and Chandigarh(' It covers all employees getting income up to 15,000/ per month Administration: The Union Minister of Labour is the Chairman of ESI Corporation Finance: The scheme is run by contributions by employees and employers and grants from Central and State Governments. The employer contributes 4.75% of total wage bill; the employee contributes 1.75 % of wages The State Government's share of expenditure on medical care is 1/8 of total cost of medical care; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost of medical care Benefits to employees under ESI Act Medical benefit Full medical careQ Sickness benefit 50% of the average daily wages and is payable for 91 days(' (in any continuous period of 365 days) Extended sickness benefit Payable for 2 years for aset of 34 diseasesQ Enhanced sickness benefit Full average daily wage for duration up to 7 days in the case of Vasectomy and up to 14 days in the case of the TubectomyP Maternity benefit Full average daily wage for duration up to 12 weeks (confinement)or 6 weeks (miscarriage or MTP) or 4 weeks (sickness arising out of pregnancy, confinement, premature bih), as the case may be Temporary disablement benefit 70% of the average daily wages till recovery Permanent disablement benefit Pension (full/paial) as worked out by a medical board Dependent's benefit Pension at rate of 70% of wages Funeral expenses Cash not exceeding Z 50000 Rehabilitation benefit",B
Gradient in pulmonary aery wedge pressure and left ventricular end diastolic pressure is seen in,Aoic regurgitation,Constrictive pericarditis,Left atrial myxoma,Pulmonary thromboembolism,Answer is C (Left atrial myxoma) An increased gradient during diastole is suggestive of an obstructive lesion between Left atrium and Left ventricle that is not allowing pressures to normalize between the atria and ventricle such as atrial myxoma. Pulmonary aery wedge pressure represents Left atrial pressure. Left ventricular end diastolic pressure represents Left ventricular pressure. Gradient between Left atrial pressure (PCWP) and Left ventricular pressure during diastole: Normally there is no gradient during diastole as both pressures are equal. An increased gradient during diastole is suggestive of an obstructive lesion between Left atrium and Left ventricle that is not allowing pressures to normalize between the atria and ventricle. This may thus be seen in obstructive lesions between Left atria and ventricle such as : Mitral stcnosis Atrial myxomas,C
Which one of the following insecticides is not used as a larvicide?,Abate,Paris green,Fenthion,Dichloros,"Larvicides are Mineral oils, Paris Green and synthetic insecticides such as Abate, Malathion, Fenthion, and chlorpyrifos. These organophosphorus compounds hydrolyze quickly in water. Paris green is a stomach poison used as chemical control against mosquito larva. To be effective it must be ingested by the larva. Paris green kill surface feeding larva easily. Bottom feeding larvae are killed when applied as special granular formation. Park's Textbook of Preventive and Social Medicine, 25th Edition, Pg 832",D
Which of the following is not seen in Prader Willi syndrome.,Mental retardation,Short stature,Hypotonia,Inappropriate laughter,Inappropriate laughter is a feature of Angelman syndrome.,D
Which of the following statements about Delphi method is true –,Method involves formation of a team to undertake and monitor a Delphi on a given subject,"Selection of one or more panels to participate in the exercise. Customarily, the panelists are experts in the area to be investigated.",The first round in the Delphi method involves development of a questionnaire,All are true,"Delphi method 

Delphi method is a systemic, interactive forecasting method which relies on a panel of independent experts.
The first round of the delphi method essentially involves development of a questionnaire that are posted to members of the team experts.
The carefully selected experts answer questionnaires in two or more rounds.
After each round, a facilitator provides an anonymous summary of the experts forecasts from the previous round as well as the reasons they provided for their judgment.
Thus, experts are encouraged to revise their earlier answers in light of the replies of other members of the panel.
It is believed that during this process the range of the answers will decrease and the group will converge towards the 'correct' answer.
Finally, the process is stopped after a pre-defined stop criterion (e.g. number of rounds, stability of results) and the mean and median scores of the final rounds determine the results.

Principal of Delphi 

Delphi is based on the principal that forecast from a structured group of experts are more accurate than those from unstructured groups or individuals.
The technique can be adapted for use in face-to-face meetings, and is then called mini-Delphi or Estimale - Talk - Estimate (ECE).
Delphi has been widely used for business forecasting and has certain advantages over another structured forecasting approach called, prediction markets.

Key characteristics of Delphi method 

The following key characteristics of the Delphi method help the participant to focus on the issues at hand and separate Delphi from other methodology -

1. Structuring of information flow

The initial contributions from the experts are collected in the form of answer of questionnaires and their comments to these answers.
The panel director controls the interactions among the participants by processing the information and filtering out irrelevant content.
This avoids the negative effects of face-to-face panel discussion and solves the usual problems of group dynamics.

2. Regular feedback

Participants comment on their own forecasts, the responses of others and on the progress of the panel as a whole.
At any moment they can revise their earlier statements.
While in regular group meetings participants tend to stick to previously stated opinions and often conform too much to group leader, the Delphi methods prevents it.

3. Anonymity of the participants

Usually all participants maintain anonymity.
Their identity is not revealed even after the completion of the final report.

This stops them from dominating others in the process using their authority or personality, frees them to some extent from their personal biases, minimizes the 'bandwagan effect' or 'halo effect', allows them to freely express their opinions, encourages open critique and admitting errors by revision earlier judgments.",D
