Question,A,B,C,D,Explanation,Answer
A patient experiences paralysis of the muscle arising at the femur and contributes directly to the stability of knee. Which of the following muscle is involved ?,Semimembranosus,Vastus lateralis,Saorius,Biceps femoris,All the muscles given contributes to the stability of the knee joint Only vastus lateralis arise from the femur remaining arise from the hip joint. Ref: Gray's Anatomy The Anatomical Basics of Clinical Practice 41 e pg 1362.,B
Which is not true about the thoracic outlet syndrome,Resection of first rib solves symptoms,Neurological features are most common,Positive adson's test,Radial nerve is commonly affected,"Not the Radial nerve, but Ulnar nerve is most commonly affected in thoracic outlet syndrome. Thoracic Outlet Syndrome is the collective name which includes - Cervical rib syndrome Scalenus anterior syndrome Costoclavicular syndrome Hyperabduction syndrome Pectoralis minor syndrome First thoracic rib syndrome The syndrome is caused by compression of the brachial plexus or subclan vessels in the region of thoracic inlet. The symptoms may arise from neural, vascular or combined compression. Neurological symptoms (are more common) Compression of the brachial plexus usually affects its lower trunk (C8 & T1). Symptoms are - Pain, paraesthesia and numbness usually in the finger and hands in the ulnar nerve distribution. Symptoms of Aerial Compression are seen less frequently in about 1/4 of the cases. Symptoms are - Pain, numbness, paresthesia, coldness and weakness of the arm or hand. Raynauds phenomenon may also occur. Venous symptoms are less common and include edema, venous distention, pain and cyanosis. Diagnostic tests or manoeuvres : Adsons test Costoclavicular compressive test Hyperabduction test. Ref : S. Das text book of Surgery 3/e p170",D
"A 61-year-old man was hit by a cricket bat in the mid-humeral region of his left arm. Physical examination reveals normal elbow motion; however, he could not extend his wrist or his metacarpophalangeal joints and he reported a loss of sensation on a small area of skin on the dorsum of the hand proximal to the first two digits. Radiographic examination reveals a hairline fracture of the shaft of the humerus just distal to its midpoint. Which of the following nerves is most likely injured?",Median,Ulnar,Radial,Musculocutaneous,Injury to the radial nerve can be caused by a blow to the mid-humeral region since the nerve winds around the shaft of the humerus. The symptoms described include the loss of wrist and finger extension and a loss of sensation in an area of skin supplied by the radial nerve.,C
Carotid baroreceptors:,"Are important in the rapid, short term regulation of arterial blood pressure",Do not fire until a pressure of approximately 100 mm Hg is reached,Adapt over 1 to 2 weeks to the prevailing mean arterial pressure,Stretch reflexively decreases cerebral blood flow,"Ans. A. Are important in the rapid, short term regulation of arterial blood pressureThe function of these baroreceptors is the rapid short-term regulation of arterial blood pressure. The receptors start firing at a pressure of approximately 40 mm Hg. They completely adapt over 1 to 2 days, not weeks. In general, changes in baroreceptor activity have little effect on cerebral blood flow. The sympathetic activity following a fall in blood pressure results in increased heart rate and contractility, which raises myocardial metabolism and coronary blood flow,",A
Coenzyme for phenylalanine hydroxylase is -,Tetrahydrofolate,Pyridoxal phosphate,S-adenosyl methionine,Tetrahydrobiopterin,"Ans. is 'd' i.e., Tetrahydrobiopterino Phenylalanine metabolism is initiated by its oxidation to tyrosine which then undergoes oxidative degradation.",D
Which of the following is a multipennate muscle:March 2012,Rectus femoris,Deltoid,Flexor pollicis longus,Temporalis,"Ans: B i.e. DeltoidMusclesRectus femoris is a bipennate muscleMultipennate muscle examples include subcapsularis, deltoid (acromial fibres)Flexor pollicis longus is an unipennate muscleTemporalis is a triangular muscle",B
The SI unit of radiation absorbed dose is,Rad,Becquerel,Gray,Sieve,"Ref Robbins 9/e p428 Gray is a unit that expresses the energy absorbed by the target tissue per unit mass Radiation UNITS Roentgen: Is the measurement of energy produced by Gamma or X-Ray radiation in a cubic centimeter of air. It is abbreted with the capital 'R'. One milliroentgen, abbreted 'mR' is one-thousandth of a roentgen. One microroentgen, abbreted 'uR' is one-millionth of a roentgen. RAD: Radiation Absorbed Dose. Original measuring unit for expressing the absorption of all types of ionizing radiation (alpha, beta, gamma, neutrons, etc) into any medium. One rad is equivalent to the absorption of 100 ergs of energy per gram of absorbing tissue. System International (SI) Units The System International (S.I. unit) units for radiation measurements are 'gray' (Gy) and 'sive' (Sv) for absorbed dose and equivalent dose respectively. The conversion from one system to another is simple: 1 Sv = 100 rem 1 rem = .01 Sv 1 mSv = 100 mR (mrem) 1 mR = .01 mSv 1 Gy = 100 rad 1 rad = .01 Gy 1mGy = 100 mrad 1 mrad = .01 mGy",C
Ankle joint is-,Plain joint,Hinge joint,Pivot joint,Ball and socket joints,"(B) (Hinge Joint) (147-BDC-2 6th edition)Classitication of synovial joint (15-16-Snelf7th)Plane jointsHinge jointsPivot jointsCondyloid jointeg. Sternoclavicular Acromioclaviculareg. Elbow JtKnee Jt *Ankle Jteg. Atlanto axialSuperior radioulnar jointsEg. Matacarpophal angeal or Knuckle JtEllipsoid jointSaddle JointBall and Socket jointseg: - Wrist jointeg. Carpometacarpal joint of the thumbEg: - Shoulder jointHip joints* Gomphosis (Peg and Socket joint) examples tooth in its socket* Cartilaginous jointsPRIMARY CARTILAGINOUS JOINTS(Synchondrosis or hyaline cartilage jointsSecondary cartilaginous joints(Symphyses or Fibro cartilaginous joints)* The bones are united by a plate of hyaline cartilage, so that the joint is immovable and strong* These joints are temporary in nature because after a certain age the cartilaginous plate is replaced by bone (Synostosis)* The articular surface are covered by a thin layer of hyaline cartilage and united by a disc of fibro cartilage* These joints are permanent and persist throughout life. In this respect symphysis menti is a misnomer, Typically the secondary cartilaginous joints occur in Primary cartilaginous joint(Synchondrosis)Examplesa) Joint between epiphysis and diaphysis of a growing long bonesb) Spheno-occipital jointc) First chondrostemal jointd) Costo-chondral jointsthe median plane of the body, and permit limited movements due to compressible pad of fibrocartilage, and the occasional fluid filled cavities, such as in the pubic and manubriostemal joints; the thickness of fibrocartilage is directly related to the range of movement* Secondary cartilage joints may represent an intermediate stage in the evolution of svnovial iointsSecondary cartilaginous jointExamples(a) Symphysis pubis(b) Manubriostemal joint(c) Intervertebrals between the vertebral bodies",B
Blood supply of Lt ureter are:,Uterine aery,Inferior vesicle aery,Testicular aery,All,A. i.e. Uterine A.; B. i.e. Inferior Vesicle A.; C. i.e. Testicular A,D
Mitral and periglomerular cells are seen in,Medulla,Olfactory bulb,Primary visual cortex,Geniculate body,"Ans. (b) Olfactory bulb(Ref: Ganong, 25th ed/p.217)Olfactory bulb has got special synaptic units called olfactory glomeruli where four types of cells are seen namely,#Mitral cells#Tufted cells#Granule cells#Periglomerular cells",B
Pain insensitive structure in brain is,Falx cerebri,Dural she ath surrounding vascular sinuses,Middle meningeal aery,Choroid plexus,"Pain Insensitive structures in Brain :Brain parenchymaEpendymaChoroid plexusPia matterArachnoidDura over convexity of skull ( Dura around vascular sinuses and vessels is sensitive to pain)Pain Sensitive structures in Brain :Cranial venous sinuses with afferent veinsAeries at base of brain and aeries of dura including middle meningeal aery.(Ref: Gray&;s anatomy, page 404)",D
"A 10-month-old patient with recurrent pyogenic infections, eczema, and severe bleeding (thrombocytopenia) is diagnosed with Wiskott-Aldrich syndrome. This immune disorder is usually associated with which of the following?",Humoral Immunity - Normal; Cellular Immunity - Normal,Humoral Immunity - Normal; Cellular Immunity - Deficient,Humoral Immunity - Deficient; Cellular Immunity - Normal,Humoral Immunity - Deficient; Cellular Immunity - Deficient,"Immunodeficiency disorders can be categorized according to whether the defect primarily involves humoral immunity (bone marrow derived, or B lymphocytes) or cellular immunity (thymus derived, or T lymphocytes) or both. Swiss-type hypogammaglobulinemia, ataxia-telangiectasia, the Wiskott-Aldrich syndrome, and severe combined immunodeficiency disorders all involve defective B-cell and T-cell function. Infantile X-linked agammaglobulinemia is caused chiefly by deficient B-cell activity, whereas thymic hypoplasia is mainly a T-cell immunodeficiency disorder.Wiskott-Aldrich syndrome, an X- linked defect, is associated with reduced IgM levels and variable cellular-mediated immunity.",D
True about valves in poal venous system?,Present at the junction of superior mesentric aery with the splenic aery,Within the poal vein only,The whole system is valveless,In the intrahepatic poion of poal vein.,The whole system is valveless Venous valves help in unidirectional blood flow in veinsThe number of valves is greatest below the knee and decrease in number in the more proximal veins.Valveless veins or venous sytem are- Inferior vena Cava- Common iliac veins- Poal venous system- Cranial sinuses,C
Mean pulmonary aery pressure is: September 2007,10 mm Hg,15 mm Hg,20 mm Hg,25 mm Hg,"Ans. B:15 mm HgPulmonary aerial pressure is generated by the right ventricle ejecting blood into the pulmonary circulation, which acts as a resistance to the output from the right ventricle. With each ejection of blood during ventricular systole, the pulmonary aery blood volume increases, which stretches the wall of the aery. As the hea relaxes (ventricular diastole), blood continues to flow from the pulmonary aery into the pulmonary circulation. The smaller aeries and aerioles serve as the chief resistance vessels, and through changes in their diameter, regulate pulmonary vascular resistance. In hemodynamic terms, the mean pulmonary aerial pressure (PAP) can be described byPAP = (CO x PVR) + PVPWhere CO = cardiac output, PVR = pulmonary vascular resistance, and PVP = pulmonary venous pressure.The PVP is essentially the same as left atrial pressure. Therefore, increases in CO, PVR or PVP will lead to increases in PAP. Normally, mean pulmonary aery pressure is about 15 mmHg, and the pulmonary aery systolic and diastolic pressures about 25 and 10 mmHg, respectively. Pulmonary venous pressure is about 8 mmHg. Therefore, the pressure gradient driving flow through the pulmonary circulation is rather small at about 7 mmHg (mean pulmonary aerial minus venous pressures).",B
